recipe_id,review
97052,This recipe is absolutely delicious!  I love the helpful hint for using an angel food cake pan and an electric knife to prepare the corn.  I will use this recipe for years to come.Lori W.
97052,"My FIL gave me a bunch of corn (not very sweet) so I wanted to make some of this freezer corn to use in corn chowder recipes this winter.  This method is terrific.  I was able to cut a cob every 30 seconds with the electric knife.  Very neat & clean.  My BIL and FIL who freeze a lot of corn each year, will be switching to this technique."
97052,"Wow!  I just pulled out my first batch of this corn, and WOW!  I just made half because I was afraid I wouldn&#039;t like it as well as everyone else has rated it, but I was wrong.  I can see now that I&#039;m going to have to go buy more corn.  I still cooked the corn an hour even though I halved the recipe.  It turned out perfectly cooked. The corn comes out firm with flavor bursting in your mouth after an hour at 325. I did add a bit of sugar to the mix when cooking, but always add it to my corn.  You just add it to taste, but I probably used close to 1/4 cup when it was all said and done.  I used a regular knife and just turned a cup upside down in the roaster to replicate the Angel Food Cake technique.  Worked great and kept the mess to a minimum.  Now if someone could just tell me how to get the silks off the corn a little better.  Thanks so much Judikins for sharing this great recipe."
97052,"This is wonderful.  My sister gave me this recipe years ago, and I lost it.  Thanks for posting recipe!"
93958,"I used only all-purpose flour for this recipe and, because sorghum is unavailable, here, subbed molasses instead, which worked out fine, although it may have made the muffin a bit darker in appearance.  The muffins were very nicely-flavoured - the spice /cocoa/citrus combo coming out well.  Good rise, and tender crumb.  Excellent accompaniment to a cup of hot coffee!"
49262,This was the first time I've made hollandaise sauce and it turned out great! I put a heatproof glass bowl over a pot of simmering/boiling water since I do not have a double boiler per-say. Everyone loved it! I will definatly make this again.
49262,Oh ... My ... God.   Where did you get my Grandmother's recipe?!?    LOL.  Thank god for those who still know what a double boiler is for!! Can I give this one 10 stars?  Please?!?
49262,"I used this recipe in a pinch when I realized I didn't have enough hollandaise. It was good, but I thought it fell short of the real deal. I mixed it with the other hollaindaise I had and it worked out well. Thank you for helping save dinner!LOL"
49262,"Forget it.  Go with the recipe in Joy of Cooking.  Same ingredients, a bit more work but well worth it.  I found this recipe very disappointing."
208179,I have made a recipe just like this for years. The cream cheese route sounds excellent. This recipe is also very good on a chocolate cake. My mother makes it with a white milk cake that she has cut in half a spread with raspberry jam. She then uses this icing and sprinkles it with mini chocolate chips.
60219,"We liked the sauce and thought it was very clever of the chef. However, we did not really care for it on pasta, even though we are pasta lovers. I'll definitely make the sauce again but I'll use it on nachos or something similar."
74805,"I don't know why this works, but it sure does!  I used it in a trifle and it held up beautifully.  Great substitute for cool whip.  Thanks, Toby, you've done it again!"
74805,"Topped Key Lime Pie #41575 with this whipped cream, then used it the next night as a fruit dip for a party.  It was well received everywhere.  Note:  I used sugar-free vanilla instant pudding mix, and it was fine, but I think the vanilla flavor would've been even better if it *wasn't* sugar-free. Next time.  And there will be a next time!"
74805,"Easy to make, delicious and holds up well!"
74805,I've made this several times now and it always turns out great. I used it on a banana cream pie for Thanksgiving and it help up even after being left out of the fridge for about 7 hours. Thanks for a great recipe!
74805,It works! Needs some extra flavor though. Thanks!
74805,"This is wonderful!  I used 2 tablespoons of powdered sugar, and it was just the right amount of sweetness for us.  This holds up beautifully.  Thanks for posting!"
74805,Delicious! I ate almost all of it myself with some jumbo strawberries and bananas!! It was wonderful! Thank you for a great recipe!
74805,Super easy and good! I used 3 TBL of powdered sugar (I like it sweet) and I didn't have vanilla instant pudding but I had cheesecake instant pudding so I used that. Wonderful! Thank you for an easy and quick recipe!
74805,"This worked quite well, as I prefer to prepare everything I can ahead of time when I am having guests and never enjoy having to whip cream at the last minute to serve with dessert. I don't think you could pass it off as simple freshly-whipped cream, but it made a very nice topping. I used French vanilla pudding mix and didn't add any more sugar than called for, since I was serving it with a very rich, sweet dessert (Recipe #199902) and thought the cream was plenty sweet anyway. (There seems to be a lot of recipes out there that call for Cool Whip as an ingredient, as well as a lot of people who don't like to use it. I think (as long as you aren't also opposed to using pudding mix) that this would be a great alternative to Cool Whip in those recipes.) Thanks for posting!"
74805,"This is an excellent recipe!  I made it to add to a New York Cheesecake with strawberries, and the consistency is amazing!  It's thick, rich, and delicious!  Thank you!"
74805,"I messed up, so will leave comments only. For some reason I only bought a half pint of whipped cream, thinking it was a pint, and I didn't realize my mistake until I was mixing everything and it became super thick! So I added some 2% milk and continued to whip until it was a nice consistency. So, it wasn't exactly whipped cream, BUT it was yummy and light. So if anyone wants a lower calorie version of this, substitute milk for some of it and it will work. I served with Recipe #79394 and some strawberries. Yum!"
74805,i love this recipe its easy great and it keeps it shape so if u forget u made it itll be good for some time
74805,Perfect!!!
74805,Tried this and it worked perfectly.  Will use this regularly.  Thanks.
74805,This recipe is great!  I used it as a frosting for my three-year old son's birthday cake.  It held up wonderfully and tasted great.  My father has requested that I make it again this week for his birthday cake.
74805,Excellent and super easy.  It was good in the fridge for days.  My husband wants me to make this all the time for him now.  Thanks!
74805,"Perfect! I had some chocolate covered strawberries, a pint of whipping cream, and some French Vanilla instant pudding mix so I decided to whip this up. Divine! The texture and taste is so light and airy, but incredibly savory! I'd love to make this again and again- I may never buy another canister of whipped cream.   :D"
74805,Cool!  What a great trick---It's delicious and convenient. Made my whipped cream 24 hours before my dinner party and it was delicious. I used 2 tsp powdered sugar.
74805,"This was great!  I've never had homemade whipped cream before, and this was just divine!"
74805,Great recipe! I used this on Banana Cream Pie
74805,"Absolutely delicious and delivers on its ""never weep"" promise. I've made it regular and also tried it sweetened with a few drops of stevia instead of sugar to keep it a bit more diet friendly.Never going back to Cool Whip! So delicious and fast."
74805,Very easy process and quite tasty!  Made for Pavlova recipe #230228 that my son needs to take in for international day at school tomorrow.  We'll see how this whip cream holds up :o)  Should be consumed approx. 1 hour after he gets in without any refridgeration except for the chilly fall air.  Will post results.
74805,OH MY!  5 stars IS NOT ENOUGH!  This whipped cream is beyond delicious!  Perfect flavor and the best of all --- SO EASY!  LOVE LOVE LOVE IT!  Did I mention I could eat it with a spoon!  NEVER AGAIN will I use COOLWHIP!  Thank you for a WONDERFUL recipe!
74805,"Great recipe! Never thought of using vanilla pudding. Made this to top recipe #57679 and it was perfect. Didn't add any additional sugar as others have because the pie was sweet to begin with. Made in the KA gradually increasing the speed to 8, then it took 3 mins from there. Thanks Toby for a recipe I will use for years to come!"
74805,"I've been making this for so long I never realized I never reviewed. This is great stuff! I made it sugar-free for my mom who was dying for whipped cream. I was able to make the powdered sugar with splenda, powdered milk and cornstarch processed together. Thanks for this great recipe which I am already using over and over!"
74805,"This was my 1st (and 2nd) attempts at making homemade whipped cream for Thanksgiving & it was yummy.  Like others, I too used a little more powdered sugar.  My only piece of advice to others making whipped topping for the 1st time is to be careful not to OVERWHIP.  I whipped my 1st batch too long & it ended up the consistency of whipped butter.  (My error). However, the 2nd batch was perfect.  Thanks for posting Toby."
74805,This is a great recipe! I used it over the holidays and the it never once let me down. I've used the leftovers in my coffee!  A great treat.
74805,Fantastic!  I followed the recipe but used about 1/3 cup of powdered sugar and it whipped up fantastically.  I also followed Pixie's recipe advice in that I chilled the bowl and the beaters in the freezer beforehand.  I got it whipped up in about 3-4 minutes using an electric hand beater.  I don't know why anyone buys the artificial whip.
74805,Delicious whipped cream! I used this lovely whipped cream on a cake. Sadly I can't really review how well it held up because we gobbled that cake up quick! Thanks :)
74805,"Great recipe- I would definitely add more sugar.   I used white chocolate pudding mix instead, and the hint of white chocolate was perfect!!"
74805,"As a whipped cream finatic, I love, love, love this recipe!  I can always have it on hand in the fridge and it tastes great!"
74805,made 1/2 batch using whit chocolate pudding...YUM-O!!!!
74805,"This is a wonderful, easy recipe. I've used it many times and it never fails. I use a lot more powered sugar than Toby uses. It freezes extremely well. I 've tried it on several recipes.   I made lemon coconut tartlets (picture) topped with this cream. I made a large batch, put them in the freezer and took them out in time for the party. They came out like I put them in.  Thanks Toby!"
74805,Yummy.  Easy.  Enough Said.
74805,"Used this is Recipe #16028 and it worked wonderfully well. Absolutely held up for a couple of days. This is my new ""go-to"" recipe. I've made the stabilized whipped cream with gelatin that I haven't been able to get right, but you just can't mess this one up. Thanks for sharing!"
74805,"Excellent!!! Easy peasy, and delicious! Family said no more Cool Whip or Reddi Whip in this home. We liked two tsp. of powdered sugar, might go for three tsp. next time just cause.  Thanks, Toby!"
74805,"THIS HAS GOT TO BE HANDS DOWN THE BEST WHIPPED CREAM ME AND MY ENTIRE FAMILY HAVE EVER EATEN AND WILL EVER HAVE IN OUR LIVES!! ok, I know that was a bit dramatic, but you don't understand how spectacular this was. I made a gingerbread waffle batter then blessed the top with some melted Nutela, topped it with a scoop of Ben & Jerry's chunky monkey ice cream then finished it off with this whipped cream of love and let some powdered sugar snow atop it all and this was the best desert in the planet! I added an extra tablespoon of the dry pudding and I mixed it with an electric mixer on high and it was the fluffiest little cloud of love.."
74805,Excellent taste and it keeps forever in the fridge.This is the perfect whipped cream
74805,"Oh so good!!!  Even better, faster and easier to make than expected!  I used powdered stevia instead of sugar.  Licked the bowl clean :)"
74805,The taste of the whipped cream was delicious.  I used it to frost a guava cake for my husband's birthday.
74805,perfect perfect perfect!
74805,I grew up in a old fashioned Italian family where all things buttercream  were disliked.  This whipped cream would make my grandma proud! I iced a white almond sour cream cake with this...pure heaven! Thank you so much for this fabulous recipe!
74805,This is a great recipe for whipped cream and is so easy to make :)  I used french vanilla pudding mix for a little extra vanilla taste. Thanks for sharing this Toby. Five stars and two thumbs up for this one :)
74805,This turned out fabulous! It's been in my fridge for a few days and still tastes and looks wonderful. I served it with Amanda's Cheese Pound Cake and strawberries. DELICIOUS!
74805,"I made this to dip strawberries in and it tastes amazing, I will use this again!"
74805,Two soul mates lost and separated by a few recipes...recipe #398053 and recipe #74805.
74805,"Toby,  I have made this several times and loved it.. How I never reviewed it is a mystery..I did use a little more sugar.  The taste and texture could not be better, and yes it did keep for a week .. Thanks for sharing."
74805,"This is absolutely amazing!  I love the taste of real whipped cream and not the fake kind used by bakeries of grocery stores.  However, whipped cream is normally impossible to decorate with but not with this recipe.  I was able to decorate my daughter's baptism cake with it and even used the air brush technique and it took well.  The cake sat on display at an indoor reception in August without deflating, weeping, melting, whatever.  The clouds stayed puffy, the colors stayed put, and it tasted great still.  Whipped cream always tastes better chilled so I actually made a second sheet cake to keep in the fridge and served that while I returned the decorated one back in the fridge.  We actually ended up not having to serve that one but we sure did enjoy it later that day an it still looked beautiful after all that displaying and transferring.  This will be my go-to whipped cream topping from now on!!!  I did double the sugar because I wanted it hjust a tad sweeter and that ended up just right for me.  THANKS for posting!"
74805,"This was great, and so easy!"
74805,Fabulous. Thanks for Sharing
74805,"Wish I could give this more stars. I hate deflated whipped cream, but don't often have the time to add it at the last minute. So easy too."
74805,"Wow! This whipped cream lasted on my cream pie, unrefrigerated, at a potluck for hours! It was a hit! Super professional looking, too!"
74805,"This whipped cream recipe is most excellent!<br/><br/>I get requests for the recipe all the time, especially when I bring it into work!"
74805,"This really delivers on its promise! My pie was in the fridge for almost two weeks with no weeping! I would add more sugar to mine the next time, but other than that this is an awesome recipe! Thanks for posting!"
74805,OH MY!!!!!!!...Just bought 4 pounds of fresh strawberries....I made this and said to myself...Where has this recipe been all of my life....AMAZING....Thank you so much Toby for a winner here.....<br/>The paring of this with fruit.... cake... oh even fingers...... has me excited for sure..............Thank You!.......... Thank You............
74805,"This whipped cream is unbelievable!!!!  I've never made my own before so was a little nervous about it but it turned out great!  Used it to frost Karen's recipe #23480.  The only change I would make next time would be to add more sugar.  Since there was a little bit left, I stored it in the refrigerator and tasted it a week later and it was just as nice then as it was when first made.  Wow!  I'm so impressed with this and no longer scared of whipped cream.  Thanks so much, Toby Jermain!"
74805,"I think the pudding really adds to it.  This was my first time making whipped cream, and I couldn't be any happier with the outcome.   This will be my go to recipe from now on."
74805,"I used this for my Banana Cream Pie, and this worked beautifully!  I will be using this from now on.  Thank you for sharing, Toby! :-)"
74805,"Wonderful!  All I had was sugar free vanilla pudding, I used a heaping teaspoonful to a 1/2 pint of heavy cream. Perfection. I can't wait to try it in cream puffs."
74805,Perfect!!
74805,"Fabulous!! I used rum flavour instead of the vanilla, it turned out GREAT.  I seved the whipped cream with #71892 Gingerbread Cake.  I will be using this recipe again!!"
74805,"Wonderful. We didn't have vanilla instant pudding, but we did have a candy cane flavored instant pudding. We used that, and it came out FANTASTIC! A nice peppermint flavor on top of our chocolate pudding. YUM! Thank you so much for this recipe, I'm going to be experimenting with all sorts of flavors now!"
74805,"absolutely amazing recipe!! easy, took all of 5 min as stated..faster then thawing out the coolwhip!! made home made angel food cake (charlotte j) and mixed some of the whipped cream with blueberries and strawberries for the middle of cake (split in 2) then frosted the cake with remainder, excellent thanks for converting this coolwhip gal!!"
74805,"I tried it and this was great!! I used a limited edition Pumpkin Spice jello.  Delish! I too doubled the powdered sugar.  I used my ""cool whip"" as a filling for mousse.  Very good.  Thanks for sharing!!"
74805,"This is amazing.  It has been in my refrigerator for 2 days and absolutely no change in consistency or taste.  This is exactly what I had been searching for.  I, too, added just a tad more sugar.  Definitely try this recipe, I will never make whipped cream again the regular old-fashioned way.  I have it sitting on my counter on a cupcake right now to see how it holds up for display at a shower.  Thank you for sharing."
74805,"Love this! This is amazing! I use it when I make cream puffs and it turns out beautifully. I use sugar free pudding and it holds its shape for at least 3 days as a filling in the fridge...it could be longer but it doesn't last long enough to find out! I double the recipe, and it's enough to fill 8-9 LARGE cream puffs. I do add 4 tsps of powdered sugar to the doubled recipe for a little sweeter taste and more stability.  Make sure that you use pure heavy cream, I have found it doesn't whip up as nice if there is other things added to the cream."
74805,This was fabulous!  I used it with some almond pound cake and strawberries!  My husband (who is usually the person that makes the whipped cream) LOVED it.  Thanks for making me look goooood!
74805,"This was very easy to make and tasted wonderful!  I could taste the vanilla pudding flavor slightly too, which made me wonder if it would be good with strawberry or  chocolate pudding mix to give it a slightly different flavor (we may try that next time :).  Thanks, Toby - we loved this recipe!!<br/>update: we use 2 T powder sugar and 3/4 t vanilla, and that is the perfect sweetness for us."
74805,"What can I say, this recipe is awesome.  I put this on a pie for Thanksgiving, and four days later the whipped cream still hadn't weeped.  I'll never make whipped cream without the added vanilla pudding ever mix again!"
74805,"Fabulous recipe!  I have made it so often that I don't need to look at it anymore!  I just whip up some cream, add a spoonful or two of pudding mix and powdered sugar to taste.  It is really great on anything you can think of.  Lately we like it on shortcakes.  It was also wonderful in a Victoria Sponge.  Because it doesn't break down, I can make the cakes the night before, and they are still terrific the next day- even a bit better.  Thanks for sharing!"
74805,I made this to directions and it was great. My sister who does not like whipped Cream even liked it for it was not to sweet at all. I used it on our Pumpkin Pie and then in some Hot Chocolate so that I could use it up. It lasted almost a week before it was all gone.
74805,I am so glad i found this recipe!!! I love making cupcakes but i find butter cream to sweet. this was delicious and perfect for piping. Will be using this again and again!!!! Thank you
74805,"works like a charm!  I used 1/2 of the pudding mix called for, and it still stayed stiff and fluffy for days.  Perfect for topping banana cream or coconut cream pies.  Thank you!"
74805,"Yum - the only instant I had was coconut cream so I used that.  You can&#039;t really taste the coconut - just get a flake of coconut once in awhile.  I did add a little extra sugar to make it sweeter.  I don&#039;t know about it lasting a week - mine will be gone  long before the week is up, but what an awesome idea.  Also want to try to freeze some to keep on hand, but will have to do that next time."
74805,Made this for my Pumpkin Spice Lattes and it was awesome!!  Used and kept for almost 2 weeks with no weep and taste was still perfect!!!
74805,"I usually cut this recipe in half and increase the powdered sugar to 2-3 Tbs for sweet whipped cream.  It works wonderfully and tastes amazing.  Even my better half, who isn&#039;t a fan of whipped cream, was eating this by the spoonfull.  I tend to keep the leftover whipped cream in a piping bag, with the tip on it, standing in a glass in the fridge and it definately kept for at least a week (before I just threw in the towel and finished it off myself)."
74805,"I can&#039;t thank you enough for this recipe. I was making my usual tres leches cake, but trying out a new pan, and it was an unmitigated disaster. I had planned on using your recipe to start out with but didnt know that i would need it to save my cake. I did add extra sugar but left everything else the same. It was a breeze to make and really fixed the boo-boos on the cake because it was able to cover everything so well. five stars and then some. Peggy Lynn"
74805,"Never rated this, but have used it over and over and over!  Great! Great! Great!  Easy to make, tasty, and versatile.  I have used vanilla and banana pudding."
74805,Love this recipe!!  So yummy!!!
74805,"I've used this for years, but never reviewed it. I just made an account specifically to rate this! I've used it with so many flavors of pudding! I do increase the powdered sugar to 2T, but the rest is the same. I've kept this in the fridge for a long time. I've even frozen cupcakes with this frosting, and they thawed perfectly and tasted just the same. Wonderful!!!"
124286,Just as easy and good as I remember.  It was too thick so I added a few tablespoons of water to get to the right consistency.  Made for My 3 Chegs.
107699,my mother used to call this gypsy toast 
53402,"This definitely is a great lasagne, but seriously, DON'T use as much salt as the recipe calls for.  1/2 tsp. for the whole batch should be enough."
53402,"Yum, Yum, Yum!  This was terrific. We added extra garlic, used turkey sausage and ground beef, total of 1 tsp salt, added extra sauce (1 jar of Organic spaghetti sauce) This also freezes well. Great recipe-Thanks"
53402,"My husband is a very picky eater, but he loves this lasagna! I have used both ground turkey and ground beef and it's great either way. It's fairly simple to make and chances are, you won't have to worry about finding a place for leftovers. It definitely is ""killer."""
53402,"This lasagne is really ""Killer""! My son told me this was the best lasagne he has ever eaten! What a compliment... especially from him :-) The only change I made was the addition of pepperoni slices. The dish turned out excellent! It WILL be made again in this household!"
53402,"I used ground beef and pepperoni and it was great!  Make sure you let the lasagna set for about 15 minutes after taking out of the oven, so it comes out in pieces rather than sliding out onto your plate in a glob!"
22526,I made these a while back for a fellowship meeting at church and forgot to rate them. They were really good and easy. Everybody loved them. Thanks for sharing.
22526,I printed this recipe several weeks ago and had not tried it. This morning I got up to the smell of baking to find hubby had found the recipe and made it as a surprise.I worked till midnight so i never even saw it. What a great surprise and boy is it delicious!!!! 
22526,Fantastic!  And couldn't be easier.  A big hit at my house.
22526,"So EASY!  Big hit with the kids!  I'm sure they ate more then their fair share!  I have found this recipe in several different sites with the only difference being the amount of cinnamon used.  I see amounts ranging from 2 teaspoons to 2 tablespoons (unless it's a typo!)  I used a little over one tablespoon judging by just what looked like ""enough"".  It was very good that way!  Only problem I found was ""cutting"" it into slices so we just pulled it apart and ate it!  Very Yummy!  A great thing to do on the Eve of something like Christmas when you don't want to get up and fix breakfast the next morning.  Good for making while on a vacation with a kitchen as not much is needed for a great home cooked breakfast treat!"
22526,"Killian, I should have mentioned in the recipe that you just pull it apart.  Glad you enjoyed it so much."
22526,VERY GOOD! We really enjoyed it.Thanks
22526,"I LOVE waking up and just popping this in the oven!  And it tastes great, too. (can't go wrong with cinnamon)  Thankyou for our new holiday breakfast."
22526,Thank you for such an easy delicious breakfast for company.  Everyone thinks I spend a lot of time preparing this!  I make this everytime we have overnight guests.  My four year old loves to wake up and smell them baking.  I use the full amount of cinnamon and occasionally add some pecans or walnuts.  One nice thing about this recipe is that it is easy to keep all the ingredients on hand.  
22526,"I love that these can be put together at night and just popped in the oven in the morning. I made these with frozen egg twist rolls (Kineret Chall-ettes) which made these even richer.  However, they must be larger than the frozen rolls referred to in the original recipe.  I put 16 rolls in a bundt pan, and they rose considerably higher than the pan.  They were still delicious, but not so pretty.  Next time, I'll make them with just 8 rolls and they should be gorgeous as well as tasty."
22526,"Awesome Recipe! My friend gave this recipe to me as well and it is the easiest thing to make! I make my homemade buns recipe#58660 and when I reach the step of forming them into buns, I roll these into golf ball size rolls and freeze them in a single layer on a cookie sheet. When they are fully frozen I place them into a container and I'm all set to whip up a fancy morning breakfast! I really enjoyed the smell of these as they baked in the oven and my family, including our exchange student who doesn't like a lot of bread, gobbled up this when I made it for breakfst last week. My husband even put in a request to have it every Sunday! Thanks for posting!"
22526,"This was the most simple, delicious recipe I think i've ever found. I use to make homemade cinnamon rolls and my family would beg for them, I cooked this recipe when they were all over and the taste was so much the same i'll never go to all the trouble of making the other recipe again! It's land of nod for me from now on!! Thank you for your recipe"
22526,"These were great.  I added more brown sugar, cinnamon and pudding.  I also used walnuts instead of raisins.  I will be making these often.  I would also suggest placing the bundt pan on a pizza pan or aluminum foil to catch any overflow."
22526,"Yum!  I love make ahead recipes - followed this one exactly with great results.  Easy, and so delicious hot out of the oven.  I left the leftovers out after breakfast and everyone broke off a piece every time they walked by the kitchen counter!"
22526,"Great recipe!  I'm not reall gung-ho about cinnamon, so I just used 1/2 tbsp and they were great!  Also used pecans instead of raisins.  However, after only 20 minutes of cooking, mine were already burning on top.  Fortunately, I like mine a little well done."
22526,Absolutely delicious and SOOOOOOO easy!  Can't get any better than that!!!
22526,"This was as easy as advertised. It is better than most store bought cinnamin rolls, and a snap to make. The warm freshness makes it especially good. You can also add pecans to the mix. Certainly not lo cal or lo carb, but delicious."
22526,I can't believe how easy this was.  It was delicious!  My husband was a bit skeptical when he saw me making it but loved it while he was eating it!!!  I will definitely be making this again (perhaps tomorrow!) because it was so easy to put together and very YUMMY!!!
22526,"Yum, Yum, I made these  with diet vanilla pudding and brown diet sugar twin. My husband loved them even though they were made with the diet ingredients. Will make many more times. I also used my own roll dough."
22526,"Unfortunately this just wasn't a hit with us.  We found the buns too ""sickly sweet"" with altogether too much of the topping on them that we were all picking it off to eat it.  After it cools I found that the topping takes on a very sticky texture that is like taffy sticking to your teeth.  It was extremely easy to make however.  It was worth the try. "
